,,,,,,,,
,,,@trev_barry's tweets,Exported on 12 Mar 2018 - 3:13 PM (GMT-7) with http://www.twitonomy.com,,,,
29/12/2015 20:00:58,@trev_barry,Trevor Franklin,"RT @cori_cat101: #tweetavideoyoucantexplain 
@dogetrev 😂😂😂😂😂😂 https://t.co/d2OVxLb5fo",https://twitter.com/trev_barry/status/681927912669458432,Twitter for iPhone,Retweet (native),1.00,3.00
29/12/2015 20:00:53,@trev_barry,Trevor Franklin,@cori_cat101 #ItsNotGay,https://twitter.com/trev_barry/status/681927890309627905,Twitter for iPhone,Reply (native),1.00,1.00
26/12/2015 18:31:27,@trev_barry,Trevor Franklin,Why do little kids always stare at you like they want to fight lol.,https://twitter.com/trev_barry/status/680818220794834944,Twitter for iPhone,New,0.00,0.00
25/12/2015 21:11:42,@trev_barry,Trevor Franklin,@matt1697bean @cpwards36 @brendan_paul281 @jakew1375 yea well does this look like Jesus too you? https://t.co/Uk7uvugWY6,https://twitter.com/trev_barry/status/680496160096841729,Twitter for iPhone,Reply (native),0.00,2.00
23/12/2015 18:55:54,@trev_barry,Trevor Franklin,RT @inchemma: a rare picture of drew writing today's set: https://t.co/xr77oVuByo,https://twitter.com/trev_barry/status/679737212318171136,Twitter for iPhone,Retweet (native),9.00,22.00
21/12/2015 17:42:31,@trev_barry,Trevor Franklin,@caitlin_rcc I'm offended by that,https://twitter.com/trev_barry/status/678993965174030336,Twitter for iPhone,Reply (native),0.00,4.00
17/12/2015 18:19:51,@trev_barry,Trevor Franklin,RT @DumbestPosts: Wait a damn minute.... https://t.co/dDnL3E5VMO,https://twitter.com/trev_barry/status/677553812543008768,Twitter for iPhone,Retweet (native),"1,385.00","1,661.00"
15/12/2015 18:40:01,@trev_barry,Trevor Franklin,This is real as hell https://t.co/D09NwiVi2Z,https://twitter.com/trev_barry/status/676834109906419712,Twitter for iPhone,New,0.00,5.00
14/12/2015 18:42:00,@trev_barry,Trevor Franklin,RT @Ayonce_A: RT RT RT PLEASE https://t.co/8j7thIKBjZ,https://twitter.com/trev_barry/status/676472219804016642,Twitter for iPhone,Retweet (native),"2,800.00",444.00
11/12/2015 2:14:39,@trev_barry,Trevor Franklin,@PieriniLuke @matt1697bean @jakew1375 @brendan_paul281 @drew_hinckley God you all are my wonderful retards,https://twitter.com/trev_barry/status/675136582022791168,Twitter for iPhone,Reply (native),2.00,5.00
11/12/2015 1:56:59,@trev_barry,Trevor Franklin,@KaiSchiefer @SMACKHighMI 🤗🤗🤗🤗🤗🤗🤗,https://twitter.com/trev_barry/status/675132135498469378,Twitter for iPhone,New,0.00,0.00
11/12/2015 1:47:19,@trev_barry,Trevor Franklin,@jakew1375,https://twitter.com/trev_barry/status/675129703108386816,Twitter for iPhone,Reply (native),0.00,0.00
11/12/2015 1:43:16,@trev_barry,Trevor Franklin,Congrats to the Phoenix for being city champs second year in a row!!!! https://t.co/gd2NTMvJoT,https://twitter.com/trev_barry/status/675128686950109184,Twitter for iPhone,New,2.00,13.00
10/12/2015 18:41:44,@trev_barry,Trevor Franklin,RT @WeccAshley01: PLEASE HELP YA GIRL OUT https://t.co/1ipodtZYf9,https://twitter.com/trev_barry/status/675022602574909440,Twitter for iPhone,Retweet (native),"147,557.00","27,764.00"
09/12/2015 16:30:33,@trev_barry,Trevor Franklin,@WhatTheFFacts quoting Dr Seuss I see...,https://twitter.com/trev_barry/status/674627202474987521,Twitter for iPhone,Reply (native),0.00,1.00
09/12/2015 13:12:47,@trev_barry,Trevor Franklin,I've met winners from community college and losers from Ivy League schools. It's how much you care. https://t.co/rXYM3Are6F,https://twitter.com/trev_barry/status/674577432553381888,Twitter for iPhone,New,0.00,3.00
09/12/2015 12:59:13,@trev_barry,Trevor Franklin,@_sydneyy13 morning practice 👎👎,https://twitter.com/trev_barry/status/674574018687705089,Twitter for iPhone,Reply (native),0.00,0.00
07/12/2015 18:24:09,@trev_barry,Trevor Franklin,RT @trevorsmith785: watch out #isis i am #coming https://t.co/OI9LZMqqc6,https://twitter.com/trev_barry/status/673931016382373888,Twitter for iPhone,Retweet (native),"36,906.00","36,751.00"
07/12/2015 14:28:07,@trev_barry,Trevor Franklin,"RT @cori_cat101: God needs to stop vaping so much.
I can't see sHIT.",https://twitter.com/trev_barry/status/673871614380023812,Twitter for iPhone,Retweet (native),1.00,3.00
07/12/2015 13:14:47,@trev_barry,Trevor Franklin,RT @brendan_paul281: Made my day❤️ @matt1697bean https://t.co/EU4ztlRhUr,https://twitter.com/trev_barry/status/673853159903797248,Twitter for iPhone,Retweet (native),2.00,6.00
05/12/2015 15:39:57,@trev_barry,Trevor Franklin,"RT @SMACKHighMI: ""y'all count out swimming in any category yet you probably couldnt even survive our 2 a days #growapair""",https://twitter.com/trev_barry/status/673164914324840449,Twitter for iPhone,Retweet (native),2.00,20.00
04/12/2015 16:17:36,@trev_barry,Trevor Franklin,"RT @SMACKHighMI: ""Farmington high where the only thing faker then the girls is their hair"" -Farmington",https://twitter.com/trev_barry/status/672812002381864960,Twitter for iPhone,Retweet (native),8.00,19.00
03/12/2015 17:04:27,@trev_barry,Trevor Franklin,"Ms. Young- Vlad put your phone away.

Vlad- sorry. It's like a 6th limb
😏😏😏",https://twitter.com/trev_barry/status/672461406890016769,Twitter for iPhone,New,0.00,4.00
03/12/2015 13:24:29,@trev_barry,Trevor Franklin,When you leave your headphones at home 😊😊😊😊,https://twitter.com/trev_barry/status/672406048599318528,Twitter for iPhone,New,0.00,3.00
03/12/2015 1:41:28,@trev_barry,Trevor Franklin,"RT @SMACKHighMI: ""High school hockey is trash""",https://twitter.com/trev_barry/status/672229130608488448,Twitter for iPhone,Retweet (native),4.00,26.00
02/12/2015 16:46:24,@trev_barry,Trevor Franklin,@mitchellkrass goals 😂😂,https://twitter.com/trev_barry/status/672094475892715521,Twitter for iPhone,Reply (native),0.00,2.00
02/12/2015 14:26:18,@trev_barry,Trevor Franklin,"RT @SMACKHighMI: ""Who cares about whether xc or football or swimming is harder. We should care about people who actually think marching ban…",https://twitter.com/trev_barry/status/672059218552311808,Twitter for iPhone,Retweet (native),10.00,81.00
01/12/2015 21:23:41,@trev_barry,Trevor Franklin,Selfie while Ms Schuette yells at us! https://t.co/vyFcEmwVwN,https://twitter.com/trev_barry/status/671801867836522496,Twitter for iPhone,New,0.00,8.00
01/12/2015 20:33:55,@trev_barry,Trevor Franklin,I don't if that's actually true but whatever to support swim lol https://t.co/ylpsZUFN01,https://twitter.com/trev_barry/status/671789344336846848,Twitter for iPhone,New,0.00,2.00
01/12/2015 2:07:40,@trev_barry,Trevor Franklin,RT @karns_nathan: RT Make gavin do this 😂 https://t.co/UmMkHENDZt,https://twitter.com/trev_barry/status/671510945819160577,Twitter for iPhone,Retweet (native),137.00,22.00
30/11/2015 18:41:40,@trev_barry,Trevor Franklin,Same 😘😘😘 https://t.co/78JAI9LzNw,https://twitter.com/trev_barry/status/671398707624058881,Twitter for iPhone,New,0.00,1.00
29/11/2015 18:50:02,@trev_barry,Trevor Franklin,"RT @SMACKHighMI: ""Let's settle this once and for all

Which is the harder sport?
RT for swimming
FAV for football"" -",https://twitter.com/trev_barry/status/671038424992907264,Twitter for iPhone,Retweet (native),338.00,308.00
28/11/2015 23:03:24,@trev_barry,Trevor Franklin,"RT @SMACKHighMI: ""But a linebacker couldn't swim a mile""",https://twitter.com/trev_barry/status/670739800882864128,Twitter for iPhone,Retweet (native),8.00,22.00
27/11/2015 01:50:30,@trev_barry,Trevor Franklin,"RT @SMACKHighMI: ""Easy? Our sport is literally your punishment
-XC
You wouldn't last our warm up either. 
-Swimmers"" https://t.co/pjwlWKQJZC",https://twitter.com/trev_barry/status/670057075259645952,Twitter for iPhone,Retweet (native),13.00,67.00
24/11/2015 12:39:03,@trev_barry,Trevor Franklin,RT @TheMeninist: https://t.co/qDwzPmX7k7,https://twitter.com/trev_barry/status/669133124970901504,Twitter for iPhone,Retweet (native),127.00,274.00
24/11/2015 12:17:30,@trev_barry,Trevor Franklin,"RT @MTVteenwolf: TO HELL AND BACK. January 5th, 2016. #TeenWolf
https://t.co/1EQHc0oJFM",https://twitter.com/trev_barry/status/669127701165273088,Twitter for iPhone,Retweet (native),"44,654.00","50,656.00"
23/11/2015 18:14:59,@trev_barry,Trevor Franklin,My phone right now 😂😂😂 https://t.co/DmxrB8fCHP,https://twitter.com/trev_barry/status/668855277232529408,Twitter for iPhone,New,0.00,6.00
22/11/2015 21:43:30,@trev_barry,Trevor Franklin,RT @Independent: Everyone should read what Ricky Gervais has to say about atheism https://t.co/QqgIkYckWY,https://twitter.com/trev_barry/status/668545363259883520,Twitter for iPhone,Retweet (native),504.00,851.00
22/11/2015 20:13:06,@trev_barry,Trevor Franklin,Saw this while scrolling through Instagram. I thought it too relevant not to post. https://t.co/csmt6nnAHJ,https://twitter.com/trev_barry/status/668522612776165376,Twitter for iPhone,New,17.00,15.00
21/11/2015 17:58:35,@trev_barry,Trevor Franklin,We get it guys. It's snowing.,https://twitter.com/trev_barry/status/668126372909461505,Twitter for iPhone,New,0.00,5.00
20/11/2015 14:13:21,@trev_barry,Trevor Franklin,Good luck to all the cast members for tonight's show. I know y'all gonna kill it!!,https://twitter.com/trev_barry/status/667707306285645824,Twitter for iPhone,New,0.00,4.00
18/11/2015 16:13:19,@trev_barry,Trevor Franklin,"RT @foxandfriends: Putin: 'To forgive the terrorists is up to God, but to send them to him is up to me' https://t.co/qJq8TC4iUL https://t.c…",https://twitter.com/trev_barry/status/667012720047333376,Twitter for iPhone,Retweet (native),"5,136.00","5,521.00"
18/11/2015 13:30:10,@trev_barry,Trevor Franklin,"RT @kay_dog_: America was literally founded upon the basis of people running away from a society that's dangerous to them. Syrian refugees,…",https://twitter.com/trev_barry/status/666971662571716610,Twitter for iPhone,Retweet (native),3.00,6.00
18/11/2015 12:15:35,@trev_barry,Trevor Franklin,RT @kay_dog_: I 💙 my boys very much #tb https://t.co/FKYbp5est9,https://twitter.com/trev_barry/status/666952893686267904,Twitter for iPhone,Retweet (native),1.00,6.00
17/11/2015 02:23:37,@trev_barry,Trevor Franklin,RT @aiden_pressel_: https://t.co/Wo6keN2eyE,https://twitter.com/trev_barry/status/666441531461648386,Twitter for iPhone,Retweet (native),414.00,91.00
16/11/2015 17:53:00,@trev_barry,Trevor Franklin,@scoutfroney 🎅🏿🎅🏿🎅🏿🎅🏿🎅🏿🎅🏿🔥🔥🔥🔥👌🏼👌🏼👌🏼👌🏼???,https://twitter.com/trev_barry/status/666313031329128448,Twitter for iPhone,Reply (native),0.00,1.00
14/11/2015 16:55:22,@trev_barry,Trevor Franklin,"RT @Willowelser: Times like this these bring the world closer together yet also drive us apart. 
We must remember that terrorism has NO rel…",https://twitter.com/trev_barry/status/665573748561608704,Twitter for iPhone,Retweet (native),2.00,0.00
11/11/2015 16:56:07,@trev_barry,Trevor Franklin,RT @jakew1375: So is this one on fire? https://t.co/iy35CRbtn4,https://twitter.com/trev_barry/status/664486777424650241,Twitter for iPhone,Retweet (native),1.00,3.00
11/11/2015 16:45:38,@trev_barry,Trevor Franklin,"High school: where the kids are high, the grades are low and the school is burning. 🔥🔥🔥",https://twitter.com/trev_barry/status/664484136233619456,Twitter for iPhone,New,2.00,13.00
11/11/2015 16:13:51,@trev_barry,Trevor Franklin,So who wants to take one for the team and pull the fire alarm #FHSDifference,https://twitter.com/trev_barry/status/664476139029725184,Twitter for iPhone,New,0.00,5.00
11/11/2015 15:52:15,@trev_barry,Trevor Franklin,"RT @NASA_Technology: On Carl Sagan's birthday, we remember his spirit: “Somewhere, something incredible is waiting to be known.” https://t.…",https://twitter.com/trev_barry/status/664470704159633408,Twitter for iPhone,Retweet (native),339.00,376.00
09/11/2015 18:38:47,@trev_barry,Trevor Franklin,RT @lilmayylmao: YALL BUGGIN OUT ABOUT THAT UFO.. LITTLE DID U KNO IT WAS JUST A LIL MAYO BURN RIDE...  #UFO #ITSLIT https://t.co/WUy9o7dKXT,https://twitter.com/trev_barry/status/663787837620428800,Twitter for iPhone,Retweet (native),"8,711.00","7,850.00"
05/11/2015 22:01:24,@trev_barry,Trevor Franklin,@mitchellkrass @The_BootyGod @brendan_paul281 @pumisanji @TaubeBear do I smell beef going on here?!??! I can take ya'll!!!,https://twitter.com/trev_barry/status/662389276785696769,Twitter for iPhone,Reply (native),0.00,0.00
05/11/2015 16:22:23,@trev_barry,Trevor Franklin,@mitchellkrass fam Ima get yo ass booiiii,https://twitter.com/trev_barry/status/662303961106530304,Twitter for iPhone,Reply (native),0.00,1.00
05/11/2015 13:12:32,@trev_barry,Trevor Franklin,@mitchellkrass u wot m8???? I find u and diddly do you up!!! 🎅🏿🎅🏿🎅🏿🎅🏿🎅🏼,https://twitter.com/trev_barry/status/662256183663796225,Twitter for iPhone,Reply (native),0.00,0.00
05/11/2015 1:59:46,@trev_barry,Trevor Franklin,"The world is full of good people. If you can't find one be one.
-Anonymous",https://twitter.com/trev_barry/status/662086875813949440,Twitter for iPhone,New,0.00,5.00
04/11/2015 13:00:48,@trev_barry,Trevor Franklin,RT @CutPics: Goodbye my favorite star ⭐ https://t.co/cci3naivp8,https://twitter.com/trev_barry/status/661890842865623040,Twitter for iPhone,Retweet (native),"1,251.00","2,235.00"
02/11/2015 12:52:30,@trev_barry,Trevor Franklin,☃☃☃☃🎅🏿🎅🏿🎅🏿🎅🏿🎅🏿??,https://twitter.com/trev_barry/status/661163975619567616,Twitter for iPhone,New,0.00,1.00
01/11/2015 2:53:21,@trev_barry,Trevor Franklin,RT @TheMeninist: Exactly https://t.co/S8gOvVUjuS,https://twitter.com/trev_barry/status/660650809445715968,Twitter for iPhone,Retweet (native),72.00,142.00
30/10/2015 22:26:10,@trev_barry,Trevor Franklin,Just submitted my application to State!!! #MightBeASpartan,https://twitter.com/trev_barry/status/660221179358236672,Twitter for iPhone,New,0.00,3.00
30/10/2015 21:05:57,@trev_barry,Trevor Franklin,When you Halloween af https://t.co/kmMCUgHhND,https://twitter.com/trev_barry/status/660200995771785216,Twitter for iPhone,New,0.00,1.00
29/10/2015 22:10:03,@trev_barry,Trevor Franklin,RT @aaubreyeeast: @nfsd_2015 🙃 https://t.co/n8ZQkHMQjN,https://twitter.com/trev_barry/status/659854735361593345,Twitter for iPhone,Retweet (native),10.00,29.00
27/10/2015 20:58:05,@trev_barry,Trevor Franklin,@Julia_Lederer @liki_tiki32 we don't know yet. It's still being decided...,https://twitter.com/trev_barry/status/659111851041673216,Twitter for iPhone,Reply (native),0.00,0.00
27/10/2015 20:31:48,@trev_barry,Trevor Franklin,@Julia_Lederer @liki_tiki32 yaaassssss!!!!!! 😍😍,https://twitter.com/trev_barry/status/659105234166398976,Twitter for iPhone,Reply (native),0.00,0.00
27/10/2015 17:54:35,@trev_barry,Trevor Franklin,When you and the bæ are matching!!!! https://t.co/35q7u3EywG,https://twitter.com/trev_barry/status/659065670961876992,Twitter for iPhone,New,0.00,4.00
27/10/2015 14:01:15,@trev_barry,Trevor Franklin,Shoutout to the rest of the school for giving us seniors tomorrow off. #FlockNation,https://twitter.com/trev_barry/status/659006950491992068,Twitter for iPhone,New,2.00,11.00
26/10/2015 00:21:49,@trev_barry,Trevor Franklin,When work at the Glen is too much for you so you start using cocaine. https://t.co/7Hz4QTIx2f,https://twitter.com/trev_barry/status/658438345849204736,Twitter for iPhone,New,0.00,1.00
23/10/2015 20:49:58,@trev_barry,Trevor Franklin,@cori_cat101 well when you post song lyrics....,https://twitter.com/trev_barry/status/657660255359410176,Twitter for iPhone,Reply (native),0.00,1.00
23/10/2015 20:49:37,@trev_barry,Trevor Franklin,RT @mitchellkrass: #exposed https://t.co/TKtmdIzJpX,https://twitter.com/trev_barry/status/657660168415657984,Twitter for iPhone,Retweet (native),6.00,14.00
23/10/2015 17:26:44,@trev_barry,Trevor Franklin,@cori_cat101 basic,https://twitter.com/trev_barry/status/657609112964960256,Twitter for iPhone,Reply (native),1.00,1.00
21/10/2015 23:52:45,@trev_barry,Trevor Franklin,If Marty Mcfly came to the real 2015 https://t.co/XWKSZpWDD6,https://twitter.com/trev_barry/status/656981480636289024,Twitter for iPhone,New,0.00,1.00
21/10/2015 12:00:55,@trev_barry,Trevor Franklin,RT @Lexus: Predicted in 1985. Created in 2015. #LexusHover. https://t.co/ZCAGKVkA6L https://t.co/n0I0BGPbtJ,https://twitter.com/trev_barry/status/656802341526573060,Twitter for iPhone,Retweet (native),"19,623.00","26,897.00"
21/10/2015 00:08:32,@trev_barry,Trevor Franklin,RT @blxckgirlbeauty: Why can't all white people think like this  https://t.co/ShDPuyUZZm,https://twitter.com/trev_barry/status/656623062964678657,Twitter for iPhone,Retweet (native),"38,854.00","44,807.00"
21/10/2015 00:08:16,@trev_barry,Trevor Franklin,"RT @OldSpice: Like most commercials, this one is 98% completely loosely based on a true-ish “story.”
https://t.co/8gnGNu5VPQ",https://twitter.com/trev_barry/status/656622997629980672,Twitter for iPhone,Retweet (native),"3,857.00","10,235.00"
20/10/2015 18:50:30,@trev_barry,Trevor Franklin,@Cedmaster3K savage,https://twitter.com/trev_barry/status/656543028778283008,Twitter for iPhone,Reply (native),0.00,0.00
20/10/2015 17:21:52,@trev_barry,Trevor Franklin,RT @Cedmaster3K: Kayley Chandra is the hottest junior at school.,https://twitter.com/trev_barry/status/656520724472025088,Twitter for iPhone,Retweet (native),14.00,40.00
20/10/2015 16:59:29,@trev_barry,Trevor Franklin,"RT @Willowelser: VOTE FOR GENNA AND MARIA! 
THEY WILL SAVE THE DAY https://t.co/6I7Zq1l7OB",https://twitter.com/trev_barry/status/656515090590638080,Twitter for iPhone,Retweet (native),3.00,4.00
17/10/2015 17:09:06,@trev_barry,Trevor Franklin,Trueeee http://t.co/7r2H6KgnaF,https://twitter.com/trev_barry/status/655430345526026243,Twitter for iPhone,New,0.00,1.00
